id;date;author;post;gold_score;updated_gold_score;sentiment_value_model;refined_value
1034;2000-01-01;Master;Hon tappade mobilen och spräckte skärmen nyligen.;-1;-1;-1;-1
1035;2000-01-01;Master;Jag försov mig och missade föreläsningen.;-1;-1;-1;-1
1036;2000-01-01;Master;Han tappade bort sina nycklar.;-1;-1;-1;-1
1037;2000-01-01;Master;Filmen var en av de värsta han sett.;-1;-1;-1;-1
1038;2000-01-01;Master;Jag gillar verkligen inte denna appen.;-1;-1;-1;1
1039;2000-01-01;Master;Det var inte en särskilt bra sak.;-1;-1;-1;1
1040;2000-01-01;Master;Användargränssnittet är det största problemet med sidan.;-1;-1;-1;-1
1041;2000-01-01;Master;Tentan var jättesvår.;-1;-1;-1;-1
1042;2000-01-01;Master;Efter att ha kämpat mot ångest och depression i åratal känner jag mig nu inte alls ledsen.;1;1;1;-1
1043;2000-01-01;8 Sidor;Han tycker bland annat att utrikespolitiken är dålig.;-1;-1;-1;-1
1044;2000-01-01;8 Sidor;Egentligen tycker han att det är en dålig idé att sänka spritskatten.        ;-1;-1;-1;-1
1045;2000-01-01;8 Sidor;De flesta tyckte att spelarna hade gjort en dålig match mot Färjestad i den första finalen i SM.;-1;-1;-1;-1
1046;2000-01-01;8 Sidor;Åklagaren säger att de som arbetade på sjukhuset hade för dålig utbildning.;-1;-1;-1;0
1047;2000-01-01;8 Sidor;Svenska-undervisningen för invandare är ofta dålig.;-1;-1;-1;-1
1048;2000-01-01;8 Sidor;Saddam Hussein är en farlig och dålig ledare.;-1;-1;-1;-1
1049;2000-01-01;8 Sidor;Du som tycker att sommaren har fått en ovanligt dålig start har helt rätt.;-1;-1;-1;0
1050;2000-01-01;8 Sidor;En del personer i al Qaida tyckte att attackerna var en dålig idé.;-1;-1;-1;-1
1051;2000-01-01;8 Sidor;Många tycker att det här är en dålig idé.;-1;-1;-1;-1
1052;2000-01-01;8 Sidor;Det är statsminister Göran Perssons fel att svenskarna i Thailand fått dålig hjälp.;-1;-1;-1;-1
1053;2000-01-01;8 Sidor;Skolverkets senaste undersökning visar att undervisningen är för dålig.;-1;-1;-1;-1
1054;2000-01-01;8 Sidor;Den svenska regeringen och kriminalvårdsverket har fått skäll för att säkerheten är för dålig.;-1;-1;-1;-1
1055;2000-01-01;8 Sidor;Susanna Kallur fick en dålig start och lyckdes aldrig komma ifatt.;-1;-1;-1;-1
1056;2000-01-01;8 Sidor;Bengt Westerberg tycker också att informationen från DI till skolbarnens föräldrar och lärare varit alldeles för dålig.;-1;-1;-1;-1
1057;2000-01-01;8 Sidor;Persson har haft ont i en dålig höft.;-1;-1;-1;-1
1058;2000-01-01;8 Sidor;Skolverket skriver också att många av lärarna har för dålig utbildning.;-1;-1;-1;-1
1059;2000-01-01;8 Sidor;De tycker att säkerheten på fängelserna är för dålig.;-1;-1;-1;-1
1060;2000-01-01;8 Sidor;EU-ledarna tycker att demokratin är för dålig i Turkiet.;-1;-1;-1;0
1061;2000-01-01;8 Sidor;Annars var onsdagen en ganska dålig dag för svenskarna Anna Lindberg blev utslagen i tävlingen på tremeters-svikten.;-1;-1;-1;-1
1062;2000-01-01;8 Sidor;Räddningsarbetarna kom för sent till många områden och hade för dålig utrustning.;-1;-1;-1;-1
1063;2000-01-01;8 Sidor;Jag var bedrövligt dålig och gjorde ingenting bra, säger Sveriges stjärna Peter Forsberg till Dagens Nyheter.;-1;-1;-1;-1
1064;2000-01-01;8 Sidor;Hans parti BJP har lyckats bra med Indiens ekonomi.;1;1;1;1
1065;2000-01-01;8 Sidor;Spelarna tar ledigt från bandyn fram till i höst.;0;0;0;1
1066;2000-01-01;8 Sidor;Lagarna handlar om många viktiga frågor.;0;0;0;1
1067;2000-01-01;8 Sidor;Det har varit bra för Ungern.;1;1;1;1
1068;2000-01-01;8 Sidor;Efter kriget mot Irak är USA mindre populärt än på länge.;-1;-1;0;0
1069;2000-01-01;8 Sidor;Han vann tolv segrar i ATP-tävlingar.;1;1;1;1
1070;2000-01-01;8 Sidor;Hur kan företagets styrelse tillåta att de slösar bort fackets pengar på det sättet, undrar många.;-1;-1;-1;0
1071;2000-01-01;8 Sidor;Waterloo vann röstningen i TV i lördags.;1;1;0;1
1072;2000-01-01;8 Sidor;De här forskarna är bäst i världen på bröstcancer.;1;1;1;0
1073;2000-01-01;8 Sidor;Men nu är de gamla fienderna på väg att bli vänner.;1;1;0;0
1074;2000-01-01;8 Sidor;Vi på 8 Sidor försöker att vara noggranna och försiktiga när vi berättar om kriget.;1;1;0;1
1075;2000-01-01;8 Sidor;Bankens datorer fungerade inte.;-1;-1;-1;-1
1076;2000-01-01;8 Sidor;I gruppens rapport finns en lista över alla chanser polisen och andra haft att stoppa terroristerna.;-1;-1;0;0
1077;2000-01-01;8 Sidor;Få tror att det kommer att lyckas.;-1;-1;-1;1
1078;2000-01-01;Dagens Arena;Benazir Bhutto offrade sitt liv för Pakistan.;1;1;0;0
1079;2000-01-01;Dagens Arena;Trots hoten som fanns mot henne återvände hon från exilen i London, för att ställa upp i ett demokratiskt val och vara med i arbetet att leda sitt land på rätt väg.;1;1;1;1
1080;2000-01-01;Dagens Arena;Efter en allvarlig politisk kris upphävde presidenten Pervez Musharraf äntligen undantagstillståndet i höstas och utlyste ett val.;1;1;1;-1
1081;2000-01-01;Dagens Arena;Då och då händer det att saknade återfinns, men hoppet minskar hela tiden.;-1;-1;0;-1
1082;2000-01-01;SVT Nyheter-1004;Sex passagerare är redan i land och sjöräddningscentralen tror att evakueringen av de återstående ombord kommer att gå fort.;1;1;0;1
1083;2000-01-01;SVT Nyheter-1004;De pekar på sakfel och brister – bland annat hävdar de att förband inte värderats på ett korrekt och rättvist sätt i utredningen.;-1;-1;0;0
1084;2000-01-01;SVT Nyheter-1004;Nio av tio av dessa har gått sämre än index.;-1;-1;-1;-1
1085;2000-01-01;SVT Nyheter-1004;Alla är oskadda, det gick väldigt smidigt och snabbt, säger han.;1;1;1;1
1086;2000-01-01;SVT Nyheter-1004;Reseföretaget Svenska ReseGruppen har 700 reguljära resenärer till Phuket och Krabi men har bara fått kontakt med tio procent av dem.;-1;-1;-1;0
1087;2000-01-01;SVT Nyheter-1004;Polisen i Trollhättan har fått in ytterligare fem anmälningar om misshandel i samband med krogbråket.;-1;-1;-1;-1
1088;2000-01-01;SVT Nyheter-1004;I Demoskops decembermätning får vänsterpartiet det sämsta resultatet på tio år, 5,4 procent.;-1;-1;-1;-1
1089;2000-01-01;SVT Nyheter-1004;Övriga partier var nöjda.;1;1;0;1
1090;2000-01-01;SVT Nyheter-1004;Förtroendet för regeringen ökade.;1;1;0;1
1091;2000-01-01;SVT Nyheter-1004;En vanlig barnfamilj har små möjligheter att klara av ett husköp i attraktiva områden i Stockholmsregionen.;-1;-1;0;1
1092;2000-01-01;SVT Nyheter-1004;I hela-16 kommuner räcker ekonomin inte till, enligt en studie som Villaägarna gjort.;-1;-1;-1;1
1093;2000-01-01;SVT Nyheter-1004;Den närmaste motsvarigheten i Norge är standard variabel kraftpris, som är starkare kopplat till dagspriset.;0;0;0;1
1094;2000-01-01;SVT Nyheter-1004;Åtalad för babymord släpptes fri.;-1;-1;-1;-1
1095;2000-01-01;SVT Nyheter-1004;Viktigaste uppgiften blir att leta efter vatten på månens yta.;0;0;0;1
1096;2000-01-01;SVT Nyheter-1004;De flesta tycker det verkar krångligt med mulltoa och på många ställen är det inte möjligt att dra avloppsledningar.;-1;-1;-1;-1
1097;2000-01-01;SVT Nyheter-1004;Riksdagen har slagit fast att hög tillförlitlighet i el-, IT- och telekommunikationsnäten är särskilt viktiga samhällsfunktioner, inte minst av beredskapsskäl.;0;0;0;1
1098;2000-01-01;SVT Nyheter-1004;Allt fler utländska brottslingar får avtjäna straffen i sina hemländer.;0;0;0;-1
1099;2000-01-01;SVT Nyheter-1004;Det känns skönt att vi kan fortsätta med de stridsåtgärder vi har för att kunna få fram ett kollektivavtal, säger Byggettans ordförande Torgny Johansson.;1;1;1;1
1100;2000-01-01;SVT Nyheter-1004;I går bekräftade SOS International, de nordiska försäkringsbolagens gemensamma organisation, att tre svenskar omkommit.;-1;-1;0;1
1101;2000-01-01;SVT Nyheter-1004;Är man missnöjd ska betyget kunna omprövas av rektorn.;0;0;0;-1
1102;2000-01-01;SVT Nyheter-1-17;De senaste fem åren har vi sett att stater har tagit till mer aggressiva metoder för att attackera den civila infrastrukturen i andra länder.;-1;-1;0;-1
1103;2000-01-01;SVT Nyheter-1-17;Man har också utnyttjat individer för att få tillgång till hemligheter eller betydelsefulla platser, menar Erka Koivunen.;-1;-1;0;1
1104;2000-01-01;SVT Nyheter-1-17;Varför är gravitationsvågor viktiga?;0;0;0;1
1105;2000-01-01;SVT Nyheter-1-17;Det är dock viktigt att komma ihåg att cellförändringar i sig inte är cancer, utan förstadier som går att behandla och därigenom hindra cancerns utveckling.;0;0;0;-1
1106;2000-01-01;SVT Nyheter-1-17;Idag mår Mirjam Politis bra och har slutat gå i terapi.;1;1;1;1
1107;2000-01-01;SVT Nyheter-1-17;Hon tänker inte på depressionen längre men tror att hon ändå kunde haft nytta av att fortsätta i terapi lite längre än hon gjorde.;1;1;0;0
1108;2000-01-01;SVT Nyheter-1-17;Blåvalarna kanske ser stora och klumpiga ut, men har alltså ändå lyckats utveckla strategier för att göra jakten mer effektiv.;0;0;1;1
1109;2000-01-01;SVT Nyheter-1-17;Även om Sverige inte ingår i studien tror Anna Kågesten att det kan vara viktigt att satsa på mer utbildning inom jämställdhet även här.;0;0;0;1
1110;2000-01-01;SVT Nyheter-1-18;Ronneby ligger i botten och Sölvesborg är i topp.;0;0;0;0
1111;2000-01-01;SVT Nyheter-1-18;Med hjälp av en sms-tjänst larmades grannar och tog sig snabbt till platsen och kunde hjälpa räddningstjänsten att omringa branden.;1;1;0;1
1112;2000-01-01;SVT Nyheter-1-18;Det har varit extremt jobbigt, det här har varit hela mitt liv i-11 år, men nu känns det som att jag har accepterat det, och jag har fått otroligt mycket stöttning från familj och vänner.;1;1;1;1
1113;2000-01-01;SVT Nyheter-1-18;Lägenheten och trapphuset var rökfyllt men räddningstjänsten fick snabbt läget under kontroll.;1;1;0;0
1114;2000-01-01;SVT Nyheter-1-18;Bankens vice vd Håkan Claesson blir tillförordnat vd fram tills att styrelsen har en permanent lösning på plats.;0;0;0;1
1115;2000-01-01;SVT Nyheter-1-18;Polisen ger inte upp –-19 år efter försvinnandet fortsätter sökandet efter Lelle Hildebrands kropp, och nu bistår också dansk polis samt personal från den svenska försvarsmakten.;0;0;0;1
1116;2000-01-01;SVT Nyheter-1-18;Vi rev ett gammalt hus som det var massvis med svalbon på , och när vi byggde det nya huset ville vi inte ha bon på det , så vi skaffade det här hotellet i stället och det är succé , säger Egon Wiest.;1;1;1;1
1117;2000-01-01;SVT Nyheter-1-18;Det är så långt ifrån sanningen som man kan komma.;-1;-1;-1;1
1118;2000-01-01;SVT Nyheter-1-18;Det kommer att bli en riktigt bitande kall natt mot måndagen med minusgrader, säger Pia Hultgren.;0;-1;0;-1
1119;2000-01-01;SVT Nyheter-1-18;Fem bandvagnsförare från FAK har fått avbryta sina semestrar för att i stället bege sig norrut och bekämpa skogsbränder.;0;0;0;-1
1120;2000-01-01;SVT Nyheter-1-18;De är förtegna om detaljer, men ungdomsgänget ska ha hotat mannen och fått med sig vissa tillhörigheter.;-1;-1;0;-1
1121;2000-01-01;SVT Nyheter-1-18;Det fungerade bra på vägen men jag hade tagit med mig skyffel och extra kläder utifall att, säger Peter Wallin.;1;1;1;1
1122;2000-01-01;SVT Nyheter-1-18;Det största fokuset hittills har legat på att lära känna varandra, och man har verkligen fått öppna upp sig inför varandra, säger Marcus Paulsson.;1;1;1;1
1123;2000-01-01;SVT Nyheter-1-18;För femton år sedan fick han veta att han aldrig skulle kunna gå igen, men läkarnas spådomar slog fel, nu lämnar Håkan Törnström allt oftare sin rullstol tom.;1;1;0;-1
1124;2000-01-01;SVT Nyheter-1-18;De drabbade hushållen kunde snabbt få tillbaka strömmen efter ett kort reparationsarbete.;1;1;1;0
1125;2000-01-01;SVT Nyheter-1-18;Den havsörn som avled efter en uppmärksammad kraschlandning i Karlshamn visade sig bära på en ny typ av fågelinfluensa.;-1;-1;-1;-1
1126;2000-01-01;SVT Nyheter-1-18;Enligt åtalet blev händelserna i december förra året till ett skräckdygn för offret som flyttades till olika adresser i Olofströms kommun där han utsattes för våld, hot och utpressning.;-1;-1;-1;-1
1127;2000-01-01;SVT Nyheter-1-18;Motivet ska enligt åklagaren vara att den nu åtalade-10-åringen ville ha 30 000 kronor.;0;0;0;0
1128;2000-01-01;SVT Nyheter-1-18;För att komma över pengarna utsatte-10-åringen offret för våld som orsakade skador i munnen, på ögat, näsan och huden.;-1;-1;-1;-1
1129;2000-01-01;SVT Nyheter-1-18;Den drabbade mannen ska dessutom ha hållits inspärrad i ett källarförråd och där fått höra att han skulle dö om inte pengarna betalades ut.;-1;-1;-1;-1
1130;2000-01-01;SVT Nyheter-1-18;Men Johan Sanmartin Berglund tror att länet på sikt kommer få fler riskområden och att fler kommer bli smittade av TBE.;0;0;0;-1
1131;2000-01-01;SVT Nyheter-1-18;Det är en mekanism som långsiktigt skapar förutsättningar för kommunen att bli attraktiv och intressant , skriver KRO:s ordförande i Blekinge, konstnären Sofia de la Fuente, i ett pressmeddelande.;1;1;1;1
1132;2000-01-01;SVT Nyheter-1-18;Först förlorade hon posten som gruppledare.;-1;-1;0;-1
1133;2000-01-01;SVT Nyheter-1-18;Sedan skrotades planerna på en samlad borgerlig allians.;-1;-1;0;1
1134;2000-01-01;SVT Nyheter-1-18;Men hemmalaget vände matchen i andra halvlek och lyckades i slutminuten gå upp till -1 – 30.;1;1;0;1
1135;2000-01-01;SVT Nyheter-1-18;De riktlinjer som finns när det gäller användning av mobil i tjänsten, gäller inte privata mobiler, dessutom visste inte personal inom omsorgen om riktlinjerna.;0;0;-1;1
1136;2000-01-01;SVT Nyheter-1-18;Man kan se registreringsskyltar från bland andra Tyskland, Danmark och från Finland kommer Rainer Björklöf som gör en längre semestertripp i Sverige.;0;0;0;0
1137;2000-01-01;SVT Nyheter-1-18;Bekymret idag är att det här är idag kopplat till bankväsendet och det är hämmande för att det kosta pengar och man blir tvungen att knyta upp sig mot en viss bank.;-1;-1;0;-1
1138;2000-01-01;SVT Nyheter-1-18;Det gör också att det att det är svårt för olika nättjänster, framför allt de mindre, att använda säkra identiteter på internet.;-1;-1;-1;0
1139;2000-01-01;SVT Nyheter-1-18;Föraren fick föras med ambulans till sjukhus och han har blåst positivt för alkohol i polisens sållningsintstrument.;0;0;-1;-1
1140;2000-01-01;SVT Nyheter-1-18;Det råder bevattningsförbud i Sölvesborg.;0;0;-1;0
1141;2000-01-01;ASPAC: svenska;Man kan hämta vatten ur en vattenbrunn, sade hattmakaren.;0;0;0;0
1142;2000-01-01;ASPAC: svenska;Det är det bästa JAG vet, svarade Alice, men hon kände sig alldeles förvirrad och önskade att de skulle byta samtalsämne.;-1;-1;1;0
1143;2000-01-01;ASPAC: svenska;Detta var ju inte någon lovande början till ett samtal.;-1;-1;-1;1
1144;2000-01-01;ASPAC: svenska;Alice fick det mycket sämre än förut, för påskharen hade just slagit ut mjölkbringaren över sitt fat.;-1;-1;-1;-1
1145;2000-01-01;8 Sidor;När jag blev av med jobbet var vi inte välkomna längre, säger Essa .;-1;-1;-1;-1
1146;2000-01-01;8 Sidor;Han sade att folk från olika länder är välkomna i Sverige .;1;1;1;1
1147;2000-01-01;8 Sidor;Alla ska känna sig välkomna där .;1;1;1;1
1148;2000-01-01;8 Sidor;De är inte välkomna på bokmässan .;-1;-1;-1;-1
1149;2000-01-01;8 Sidor;Men alla partier som vill rösta på våra förslag är välkomna .;1;1;1;1
1150;2000-01-01;8 Sidor;De ska veta att de är välkomna .;1;1;1;1
1151;2000-01-01;8 Sidor;Om ni kommer på att ni har valt fel så ska ni veta att ni är välkomna tillbaka till samhället .;1;1;1;0
1152;2000-01-01;8 Sidor;Det är där folk öppnar sina hem och hälsar flyktingar välkomna .;1;1;1;1
1153;2000-01-01;8 Sidor;Alla som delar våra idéer är välkomna i partiet .;1;1;1;1
1154;2000-01-01;8 Sidor;Men de är inte välkomna till USA .;-1;-1;0;-1
1155;2000-01-01;8 Sidor;De tycker att lagen mest är ett sätt att säga till muslimer att de inte är välkomna .;-1;-1;-1;1
1156;2000-01-01;8 Sidor;Hon säger att alla är välkomna dit .;1;1;1;1
1157;2000-01-01;8 Sidor;De som bor i Kalmar län , Östergötlands län , Örebro län och Värmlands län är nu välkomna till Norge .;1;1;1;1
1158;2000-01-01;8 Sidor;Vi ser fram emot att välkomna vårt tredje barn , säger Carl Philip och Sofia .;1;1;1;1
1159;2000-01-01;8 Sidor;De har bestämt att alla homosexuella och andra som är hbtqi ska vara välkomna i alla länder i EU .;1;1;1;1
1160;2000-01-01;8 Sidor;Vi är glada och tacksamma att få välkomna vår tredje son till familjen .;1;1;1;1
1161;2000-01-01;8 Sidor;För det finns mycket att göra för att alla människor ska vara lika välkomna i samhället .;0;0;1;1
1162;2000-01-01;8 Sidor;Eleverna är välkomna tillbaka .;1;1;1;1
1163;2000-01-01;8 Sidor;De som skriver hemska saker på internet är inte välkomna att följa vårt landslag , skriver FA i ett uttalande .;-1;-1;-1;-1
1164;2000-01-01;8 Sidor;Storbritanniens premiärminister Boris Johnson har sagt att de som blir dömda för rasism är inte välkomna att komma och titta på fotbollsmatcher sedan.;-1;-1;0;-1
1165;2000-01-01;8 Sidor;Det är till exempel vanligt med lekar för att välkomna nya spelare i lagen .;0;0;0;1
1166;2000-01-01;8 Sidor;I söndags var det en fest i Uppsala domkyrka för att välkomna honom till det nya jobbet .;1;1;1;1
1167;2000-01-01;8 Sidor;Bulgarien och Rumänien är varmt välkomna , sade finländaren Olli Rehn på tisdagen .;1;1;1;1
1168;2000-01-01;8 Sidor;De saudiska ledarna sade att kvinnor inte var välkomna .;-1;-1;0;-1
1169;2000-01-01;8 Sidor;Hamas ledare är inte välkomna i något EU-land .;-1;-1;0;-1
1170;2000-01-01;8 Sidor;Politiker från länder som stöder FN är troligen inte välkomna , säger hon till TT .;-1;-1;0;0
1171;2000-01-01;8 Sidor;Storbritanniens utrikesminister Margaret Beckett var en av dem som hälsade länderna välkomna .;0;0;1;1
1172;2000-01-01;8 Sidor;Många skolbarn hade kommit till platsen för att välkomna politikerna .;1;1;1;1
1173;2000-01-01;8 Sidor;Länderna Kroatien och Albanien är välkomna att bli medlemmar i försvarsorganisationen Nato .;1;1;0;1
1174;2000-01-01;8 Sidor;Den viktigaste rättigheten för människor är att få röra sig fritt, sade EUs ledare José Manuel Barroso när han hälsade de nya länderna välkomna i Schengen.;0;0;1;1
1175;2000-01-01;8 Sidor;Reglerna på skolan säger att barnen inte får bjuda in till kalas under skoltid om inte alla är välkomna .;0;0;0;1
1176;2000-01-01;8 Sidor;Romer är inte välkomna , skrek en av de anställda åt kvinnan och hennes son .;-1;-1;0;-1
1177;2000-01-01;8 Sidor;Hemlösa är inte välkomna .;-1;-1;-1;-1
1178;2000-01-01;8 Sidor;Hon skriver att det är självklart att muslimer är välkomna hos Socialdemokraterna .;1;1;0;1
1179;2000-01-01;8 Sidor;Det ryktas att det är Zlatan Ibrahimovic som ska hälsa publik och miljoner tv-tittare välkomna från en tv-skärm .;0;0;0;1
1180;2000-01-01;8 Sidor;Även homosexuella och människor som skilt sig eller gjort abort är välkomna , säger påven .;1;1;1;0
1181;2000-01-01;8 Sidor;Han hälsade människorna i Krim välkomna till Ryssland .;1;1;1;1
1182;2000-01-01;8 Sidor;De är inte välkomna här .;-1;-1;-1;-1
1183;2000-01-01;8 Sidor;Hos oss är alla välkomna .;1;1;1;1
1184;2000-01-01;8 Sidor;Björklund säger att det är viktigt att alla barn känner sig välkomna .;1;1;1;1
1185;2000-01-01;8 Sidor;Svenskarnas parti är inte välkomna och våldsamma personer som demonstrerar mot nazisterna är inte heller välkomna .;-1;-1;-1;-1
1186;2000-01-01;8 Sidor;Då kan både de som är vana med politik och de som inte är vana med politik känna sig välkomna .;1;1;1;1
1187;2000-01-01;8 Sidor;Där är alla välkomna .;1;1;1;1
1188;2000-01-01;8 Sidor;Välkomna tillbaka AIK !;1;1;1;1
1189;2000-01-01;8 Sidor;När Kaavan kom fram fanns artisten Cher på plats och välkomnade honom .;1;1;1;1
1190;2000-01-01;8 Sidor;Påven välkomnades av Sveriges statsminister Stefan Löfven .;1;1;0;1
1191;2000-01-01;8 Sidor;Kungen säger att han menade att Bruneis ledare är öppen och tog emot svenska kungaparet på ett välkomnande sätt .;1;1;1;1
1192;2000-01-01;8 Sidor;Vi fick ett fint välkomnande .;1;1;1;1
1193;2000-01-01;8 Sidor;Vårt mål är att både Sverige och EU ska ha en välkomnande politik för flyktingar .;1;1;1;1
1194;2000-01-01;8 Sidor;Det gör att det känns mer välkomnande att komma till väntrummet .;1;1;1;1
1195;2000-01-01;8 Sidor;Alexander , vi välkomnar dig in i Guds stora familj .;1;1;1;1
1196;2000-01-01;8 Sidor;Så välkomnar vi prins Oscar in i Guds stora familj , sade hon .;1;1;1;1
1197;2000-01-01;8 Sidor;Moskén välkomnar också homosexuella .;1;1;0;1
1198;2000-01-01;8 Sidor;Jag välkomnar att USA och Kina inte bråkar lika mycket nu .;1;1;1;1
1199;2000-01-01;8 Sidor;Vi säger farväl till reglerna och välkomnar tillbaka det liv vi kände före corona .;1;1;1;1
1200;2000-01-01;8 Sidor;Men de flesta finländare välkomnar de invandrare som kommer till landet för att arbeta .;1;1;0;1
1201;2000-01-01;8 Sidor;Centerpartiet Vi välkomnar alla de som vill komma till Sverige .;1;1;1;1
1202;2000-01-01;8 Sidor;Sofia Åhman har blivit en välkänd person för många i Sverige .;0;0;0;1
1203;2000-01-01;8 Sidor;Han är välkänd på det företag där rånarna stal helikoptern som användes vid rånet .;0;0;0;-1
1204;2000-01-01;8 Sidor;Politkovskaja var välkänd för sin hårda kritik av Rysslands krig i Tjetjenien .;0;0;0;-1
1205;2000-01-01;8 Sidor;Han är välkänd av den svenska säkerhetspolisen och misstänkt för terrorbrott .;0;0;0;-1
1206;2000-01-01;8 Sidor;Minst nio välkända partier ska kämpa om rösterna .;0;0;0;1
1207;2000-01-01;8 Sidor;Och inte bara från hemelektronik-kedjor , utan även från andra välkända kedjor , säger Lars Eric Gustafsson .;0;0;0;1
1208;2000-01-01;8 Sidor;Den välkände artisten greps av polisen i sin lägenhet i Stockholm .;0;0;0;1
1209;2000-01-01;8 Sidor;De tycker att det är fel att välsigna homosexuella par .;-1;-1;-1;0
1210;2000-01-01;8 Sidor;Alla är inte nöjda med att svenska kyrkan har bestämt sig för att börja välsigna homosexuella par .;-1;-1;0;1
1211;2000-01-01;8 Sidor;Det betyder att ett par kan få komma till kyrkan och bli välsignade av prästen .;0;0;1;1
1212;2000-01-01;8 Sidor;De par som vill bli välsignade ska också få bli det i en vanlig gudstjänst .;0;0;0;1
1213;2000-01-01;8 Sidor;På det här sättet välsignade vi fotbollsarenan , säger kvinnan .;1;1;1;1
1214;2000-01-01;8 Sidor;Tack , och Gud välsigne Sverige , sade han .;1;1;1;1
1215;2000-01-01;8 Sidor;Par som redan har ett partnerskap kan få en sådan välsignelse .;0;0;0;1
1216;2000-01-01;8 Sidor;De vill visa att de stöder idén att homosexuella par kan få välsignelse .;1;1;0;1
1217;2000-01-01;8 Sidor;De säger att att homosexuella ska kunna få kyrkans välsignelse .;1;1;0;1
1218;2000-01-01;8 Sidor;Jag kommer till en klubb som är välskött , säger Jens Gustafsson .;1;1;1;1
1219;2000-01-01;8 Sidor;Den svenska ekonomin är välskött .;1;1;1;1
1220;2000-01-01;8 Sidor;Anna Lindhs vän Eva Franchell var med på varuhuset NK när Anna Lindh anfölls .;0;0;-1;0
1221;2000-01-01;8 Sidor;Condoleezza Rice är god vän med president George Bush och har alltid stött honom i alla politiska frågor .;1;1;1;1
1222;2000-01-01;8 Sidor;Ny utrikesminister blir Georg Bushs goda vän , Condoleezza Rice .;0;0;0;1
1223;2000-01-01;8 Sidor;Han reste runt i länderna Pakistan och Afghanistan med en vän .;0;0;0;1
1224;2000-01-01;8 Sidor;Men det kan ändå bli svårt att få Israel att lita på honom , eftersom han är så nära vän med Yassir Arafat .;-1;-1;0;1
1225;2000-01-01;8 Sidor;Lygia Bojungas böcker finns också på svenska , till exempel Den gula väskan , Kompisarna och Min vän målaren .;0;0;1;1
1226;2000-01-01;8 Sidor;Det är hittills bara Arafats familj och en nära vän som har fått besöka honom .;0;0;0;1
1227;2000-01-01;8 Sidor;Kurdo Baksi är vän till Dawit Isaak .;0;0;0;1
1228;2000-01-01;8 Sidor;Pappans vän straffas med fängelse i tre år .;-1;-1;-1;-1
1229;2000-01-01;8 Sidor;Pappan och en vän till honom gjorde det .;0;0;0;1
1230;2000-01-01;8 Sidor;Den tredje är en vän till pappan .;0;0;0;1
1231;2000-01-01;8 Sidor;Trots att hon är rädd blir hon vän med slottets förtrollande invånare .;1;1;1;1
1232;2000-01-01;8 Sidor;Björn Lindeblad ville fira sin vän Lasse Gustavson på födelsedagen .;0;1;1;1
1233;2000-01-01;8 Sidor;Lars Lindgren har åkt på resor tillsammans med en vän och låtit facket betala .;0;0;0;1
1234;2000-01-01;8 Sidor;Men vi kommer att fortsätta att vara vän med länderna i EU , sade Storbritanniens ledare Theresa May .;1;1;0;1
1235;2000-01-01;8 Sidor;Men i framtiden kommer Storbritannien att vara en vän .;1;1;0;1
1236;2000-01-01;8 Sidor;De senaste åtta åren har Luleå vunnit guld sju gånger .;1;1;1;1
1237;2000-01-01;8 Sidor;Där ligger hon tvåa efter ungerskan Katinka Hosszu som vunnit-14 medaljer i EM.;0;0;0;1
1238;2000-01-01;8 Sidor;Men flera som jobbar på valkommissionen sa att det inte var säkert att Ruto vunnit .;0;0;0;1
1239;2000-01-01;8 Sidor;Aldrig tidigare har något lag vunnit med så många mål i EM.;1;1;1;1
1240;2000-01-01;8 Sidor;Han har vunnit många tävlingar .;1;1;1;1
1241;2000-01-01;8 Sidor;Hon har också vunnit guld i skyrunning och skidalpinism .;1;1;1;1
1242;2000-01-01;8 Sidor;Chimaev hade vunnit .;1;1;0;1
1243;2000-01-01;8 Sidor;Brynäs och Luleå har vunnit två matcher var i finalen .;0;0;1;1
1244;2000-01-01;8 Sidor;Sverige har vunnit första guldet i beachvolleyboll i EM .;1;1;1;1
1245;2000-01-01;8 Sidor;Han har vunnit flera guldmedaljer i OS på fem tusen och tio tusen meter .;1;1;1;1
1246;2000-01-01;8 Sidor;Martin Regborn är 30 år och är från Örebro Han har aldrig tidigare vunnit ett stort mästerskap .;0;0;0;1
1247;2000-01-01;8 Sidor;Färjestad och Luleå har vunnit tre matcher var hittills .;0;0;1;1
1248;2000-01-01;8 Sidor;Hon har tidigare vunnit VM-guld i orientering .;0;1;1;1
1249;2000-01-01;8 Sidor;Sverige har spelat mycket bra i VM . Sverige har vunnit alla matcher de spelat .;1;1;1;1
1250;2000-01-01;8 Sidor;Men också för att använda droger , visade detsig .;0;0;-1;-1
1251;2000-01-01;8 Sidor;Nu visade svenskarna att de kan spela ganska bra och vinna även när det inte är tävling .;1;1;1;1
1252;2000-01-01;8 Sidor;I söndags visade Zlatan att han är frisk igen .;1;1;1;1
1253;2000-01-01;8 Sidor;I datorerna fanns brev som visade att gerillagruppen Farc fått hjälp och pengar från Ecuador och Venezuela .;0;0;0;1
1254;2000-01-01;8 Sidor;Blodtestet visade att hon hade använt det förbjudna medlet Epo i en tävling i Oberhof .;0;0;-1;-1
1255;2000-01-01;8 Sidor;Då tog Marta hand om matchen och visade varför hon kallas för världens bästa fotbollsspelare .;1;1;1;1
